 ,Area,Mean,Min,Max,XM,YM,Perim.,BX,BY,Width,Height
6723,0.059,255,255,255,99.124,30.162,1.039,99.008,29.930,0.297,0.396
6724,0.275,255,255,255,99.967,31.049,4.703,99.504,30.029,0.892,1.982
6725,0.010,255,255,255,51.684,30.376,0.280,51.635,30.327,0.099,0.099
6726,0.020,255,255,255,70.812,30.426,0.479,70.763,30.327,0.099,0.198
6727,0.039,255,255,255,89.766,30.500,0.759,89.692,30.327,0.198,0.297
6728,0.157,255,255,255,6.386,30.971,2.194,6.145,30.525,0.496,0.892
6729,0.039,255,255,255,14.767,30.624,0.561,14.668,30.525,0.198,0.198
6730,0.010,255,255,255,11.744,30.674,0.280,11.695,30.624,0.099,0.099
6731,0.413,255,255,255,5.807,31.601,3.968,5.451,30.822,0.694,1.487
6732,0.020,255,255,255,89.742,30.921,0.479,89.692,30.822,0.099,0.198
6733,0.039,255,255,255,99.627,31.144,0.759,99.504,31.021,0.198,0.297
6734,0.039,255,255,255,89.742,31.318,0.875,89.692,31.120,0.099,0.396
6735,0.059,255,255,255,99.867,31.648,1.237,99.702,31.417,0.297,0.496
6736,0.010,255,255,255,41.377,31.566,0.280,41.328,31.516,0.099,0.099
6737,0.020,255,255,255,87.908,31.566,0.420,87.809,31.516,0.198,0.099
6738,0.010,255,255,255,89.742,31.665,0.280,89.692,31.615,0.099,0.099
6739,0.010,255,255,255,11.249,31.764,0.280,11.199,31.714,0.099,0.099
6740,0.010,255,255,255,89.742,31.863,0.280,89.692,31.813,0.099,0.099
6741,0.059,255,255,255,89.742,32.309,1.271,89.692,32.012,0.099,0.595
6742,0.108,255,255,255,28.854,32.340,1.179,28.642,32.111,0.396,0.396
6743,0.609,255,255,255,101.009,33.695,8.391,100.197,32.210,1.487,3.072
6744,0.206,255,255,255,5.500,32.944,2.789,5.253,32.408,0.496,1.189
6745,0.010,255,255,255,100.247,32.458,0.280,100.197,32.408,0.099,0.099
6746,0.088,255,255,255,5.060,32.909,1.914,4.856,32.507,0.396,0.793
6747,0.010,255,255,255,10.852,32.755,0.280,10.803,32.705,0.099,0.099
6748,0.079,255,255,255,89.742,33.102,1.668,89.692,32.705,0.099,0.793
6749,0.020,255,255,255,97.819,33.399,0.561,97.720,33.300,0.198,0.198
6750,0.049,255,255,255,4.827,33.508,0.759,4.658,33.399,0.297,0.198
6751,0.029,255,255,255,97.901,33.746,0.759,97.819,33.597,0.198,0.297
6752,0.462,255,255,255,89.786,35.030,5.462,89.593,33.796,0.496,2.279
6753,0.020,255,255,255,100.792,33.845,0.420,100.693,33.796,0.198,0.099
6754,0.010,255,255,255,4.608,34.043,0.280,4.559,33.994,0.099,0.099
6755,0.010,255,255,255,7.879,34.043,0.280,7.829,33.994,0.099,0.099
6756,0.020,255,255,255,100.891,34.043,0.420,100.792,33.994,0.198,0.099
6757,0.020,255,255,255,5.005,34.192,0.479,4.955,34.093,0.099,0.198
6758,0.010,255,255,255,98.067,34.242,0.280,98.017,34.192,0.099,0.099
6759,0.010,255,255,255,98.067,34.440,0.280,98.017,34.390,0.099,0.099
6760,0.010,255,255,255,98.166,34.638,0.280,98.116,34.588,0.099,0.099
6761,0.029,255,255,255,100.577,34.737,0.759,100.495,34.588,0.198,0.297
6762,0.530,255,255,255,98.467,35.882,5.462,98.116,34.787,0.694,2.279
6763,0.010,255,255,255,10.059,35.233,0.280,10.010,35.183,0.099,0.099
6764,0.010,255,255,255,9.960,35.431,0.280,9.911,35.381,0.099,0.099
6765,0.010,255,255,255,100.742,35.431,0.280,100.693,35.381,0.099,0.099
6766,0.010,255,255,255,100.941,35.431,0.280,100.891,35.381,0.099,0.099
6767,0.010,255,255,255,100.941,35.728,0.280,100.891,35.679,0.099,0.099
6768,0.020,255,255,255,101.932,35.976,0.479,101.882,35.877,0.099,0.198
6769,0.098,255,255,255,44.301,36.045,2.088,43.805,35.976,0.991,0.198
6770,0.010,255,255,255,101.139,36.025,0.280,101.089,35.976,0.099,0.099
6771,0.029,255,255,255,9.762,36.224,0.677,9.713,36.075,0.099,0.297
6772,0.010,255,255,255,89.742,36.323,0.280,89.692,36.273,0.099,0.099
6773,0.010,255,255,255,89.742,36.521,0.280,89.692,36.471,0.099,0.099
6774,0.010,255,255,255,9.663,36.620,0.280,9.613,36.571,0.099,0.099
6775,0.010,255,255,255,10.555,36.620,0.280,10.505,36.571,0.099,0.099
6776,0.059,255,255,255,10.406,37.033,1.237,10.307,36.769,0.198,0.496
6777,0.010,255,255,255,89.742,36.818,0.280,89.692,36.769,0.099,0.099
6778,0.020,255,255,255,78.047,36.967,0.479,77.997,36.868,0.099,0.198
6779,0.020,255,255,255,101.387,36.917,0.420,101.288,36.868,0.198,0.099
6780,0.020,255,255,255,89.742,37.066,0.479,89.692,36.967,0.099,0.198
6781,0.010,255,255,255,101.337,37.215,0.280,101.288,37.165,0.099,0.099
6782,0.039,255,255,255,89.742,37.463,0.875,89.692,37.264,0.099,0.396
6783,0.010,255,255,255,98.760,37.314,0.280,98.711,37.264,0.099,0.099
6784,0.196,255,255,255,10.109,38.087,3.350,9.812,37.363,0.595,1.388
6785,0.010,255,255,255,99.355,37.809,0.280,99.305,37.760,0.099,0.099
6786,0.010,255,255,255,101.634,37.809,0.280,101.585,37.760,0.099,0.099
6787,0.039,255,255,255,3.692,38.057,1.039,3.568,37.859,0.297,0.396
6788,0.010,255,255,255,89.742,37.908,0.280,89.692,37.859,0.099,0.099
6789,0.029,255,255,255,101.767,38.173,0.561,101.684,38.057,0.198,0.198
6790,0.010,255,255,255,89.742,38.206,0.280,89.692,38.156,0.099,0.099
6791,0.010,255,255,255,89.742,38.404,0.280,89.692,38.354,0.099,0.099
6792,0.010,255,255,255,101.833,38.503,0.280,101.783,38.454,0.099,0.099
6793,0.020,255,255,255,102.378,38.553,0.561,102.279,38.454,0.198,0.198
6794,0.069,255,255,255,99.511,38.914,1.460,99.305,38.652,0.396,0.496
6795,0.059,255,255,255,101.981,38.867,1.237,101.882,38.652,0.198,0.496
6796,0.010,255,255,255,102.526,38.701,0.280,102.477,38.652,0.099,0.099
6797,0.187,255,255,255,9.788,39.359,2.649,9.613,38.850,0.396,1.090
6798,0.020,255,255,255,89.742,38.949,0.479,89.692,38.850,0.099,0.198
6799,0.010,255,255,255,102.427,38.900,0.280,102.378,38.850,0.099,0.099
6800,0.020,255,255,255,61.248,39.147,0.561,61.149,39.048,0.198,0.198
6801,0.010,255,255,255,101.040,39.098,0.280,100.990,39.048,0.099,0.099
6802,0.010,255,255,255,102.625,39.098,0.280,102.576,39.048,0.099,0.099
6803,0.079,255,255,255,60.257,39.346,0.957,60.059,39.246,0.396,0.198
6804,0.010,255,255,255,102.130,39.296,0.280,102.080,39.246,0.099,0.099
6805,0.029,255,255,255,99.586,39.428,0.561,99.504,39.346,0.198,0.198
6806,0.010,255,255,255,102.031,39.494,0.280,101.981,39.445,0.099,0.099
6807,0.010,255,255,255,102.229,39.494,0.280,102.179,39.445,0.099,0.099
6808,0.039,255,255,255,99.355,39.841,1.121,99.206,39.643,0.297,0.396
6809,0.029,255,255,255,99.619,39.725,0.561,99.504,39.643,0.198,0.198
6810,0.049,255,255,255,102.229,39.811,0.841,102.080,39.643,0.297,0.297
6811,0.020,255,255,255,99.900,39.841,0.561,99.801,39.742,0.198,0.198
6812,0.010,255,255,255,99.652,39.990,0.280,99.603,39.940,0.099,0.099
6813,0.108,255,255,255,9.528,40.377,1.237,9.415,40.138,0.297,0.496
6814,0.020,255,255,255,99.404,40.238,0.561,99.305,40.138,0.198,0.198
6815,0.010,255,255,255,99.751,40.188,0.280,99.702,40.138,0.099,0.099
6816,0.020,255,255,255,102.279,40.238,0.561,102.179,40.138,0.198,0.198
6817,0.010,255,255,255,99.454,40.485,0.280,99.404,40.436,0.099,0.099
6818,0.010,255,255,255,102.328,40.485,0.280,102.279,40.436,0.099,0.099
6819,0.088,255,255,255,99.476,40.970,1.552,99.404,40.634,0.198,0.694
6820,0.029,255,255,255,102.394,40.783,0.759,102.279,40.634,0.198,0.297
6821,0.010,255,255,255,89.742,40.783,0.280,89.692,40.733,0.099,0.099
6822,0.010,255,255,255,9.366,40.882,0.280,9.316,40.832,0.099,0.099
6823,0.020,255,255,255,102.477,41.278,0.420,102.378,41.229,0.198,0.099
6824,0.138,255,255,255,9.203,41.745,1.996,9.019,41.328,0.396,0.793
6825,0.010,255,255,255,7.978,41.476,0.280,7.929,41.427,0.099,0.099
6826,0.010,255,255,255,102.625,41.476,0.280,102.576,41.427,0.099,0.099
6827,0.010,255,255,255,103.418,41.675,0.280,103.369,41.625,0.099,0.099
6828,0.039,255,255,255,99.528,41.898,0.759,99.404,41.724,0.198,0.297
6829,0.039,255,255,255,102.675,41.997,0.841,102.576,41.823,0.198,0.297
6830,0.010,255,255,255,99.454,42.170,0.280,99.404,42.121,0.099,0.099
6831,0.039,255,255,255,9.068,42.418,0.875,9.019,42.220,0.099,0.396
6832,0.049,255,255,255,99.573,42.408,1.121,99.404,42.220,0.297,0.396
6833,0.039,255,255,255,102.749,42.344,0.899,102.576,42.220,0.297,0.297
6834,0.029,255,255,255,7.780,42.467,0.677,7.730,42.319,0.099,0.297
6835,0.039,255,255,255,35.629,42.517,0.701,35.480,42.418,0.297,0.198
6836,0.010,255,255,255,103.617,42.467,0.280,103.567,42.418,0.099,0.099
6837,0.020,255,255,255,8.969,42.814,0.479,8.920,42.715,0.099,0.198
6838,0.157,255,255,255,99.597,43.167,2.030,99.504,42.715,0.198,0.892
6839,0.039,255,255,255,102.923,43.112,0.875,102.873,42.913,0.099,0.396
6840,0.216,255,255,255,8.843,43.769,3.302,8.622,43.013,0.396,1.487
6841,0.020,255,255,255,103.765,43.359,0.420,103.666,43.310,0.198,0.099
6842,0.010,255,255,255,89.742,43.558,0.280,89.692,43.508,0.099,0.099
6843,0.727,255,255,255,99.667,45.534,8.469,99.504,43.706,0.297,3.865
6844,0.020,255,255,255,89.742,43.904,0.479,89.692,43.805,0.099,0.198
6845,0.039,255,255,255,7.483,44.202,0.875,7.433,44.004,0.099,0.396
6846,0.010,255,255,255,103.914,44.053,0.280,103.864,44.004,0.099,0.099
6847,0.010,255,255,255,103.121,44.152,0.280,103.071,44.103,0.099,0.099
6848,0.010,255,255,255,89.742,44.350,0.280,89.692,44.301,0.099,0.099
6849,0.069,255,255,255,103.135,44.535,1.319,102.972,44.301,0.297,0.496
6850,0.010,255,255,255,89.742,44.549,0.280,89.692,44.499,0.099,0.099
6851,0.206,255,255,255,8.592,45.252,3.021,8.424,44.598,0.297,1.388
6852,0.029,255,255,255,104.046,44.912,0.561,103.963,44.796,0.198,0.198
6853,0.029,255,255,255,103.220,45.077,0.701,103.071,44.995,0.297,0.198
6854,0.010,255,255,255,8.474,46.233,0.280,8.424,46.184,0.099,0.099
6855,0.020,255,255,255,8.375,47.076,0.479,8.325,46.977,0.099,0.198
6856,0.010,255,255,255,103.418,47.026,0.280,103.369,46.977,0.099,0.099
6857,0.010,255,255,255,104.310,47.225,0.280,104.261,47.175,0.099,0.099
6858,0.020,255,255,255,104.310,47.571,0.479,104.261,47.472,0.099,0.198
6859,0.010,255,255,255,8.375,47.819,0.280,8.325,47.770,0.099,0.099
6860,0.098,255,255,255,8.275,48.453,1.832,8.127,48.067,0.297,0.793
6861,0.010,255,255,255,103.617,48.315,0.280,103.567,48.265,0.099,0.099
6862,0.029,255,255,255,103.584,48.579,0.561,103.468,48.463,0.198,0.198
6863,0.029,255,255,255,103.584,48.843,0.561,103.468,48.761,0.198,0.198
6864,0.020,255,255,255,103.617,49.157,0.479,103.567,49.058,0.099,0.198
6865,0.805,255,255,255,8.153,51.400,8.435,7.929,49.355,0.396,3.766
6866,0.010,255,255,255,103.617,49.504,0.280,103.567,49.454,0.099,0.099
6867,0.020,255,255,255,103.617,49.752,0.479,103.567,49.653,0.099,0.198
6868,0.020,255,255,255,104.509,49.950,0.479,104.459,49.851,0.099,0.198
6869,0.020,255,255,255,103.666,50.049,0.561,103.567,49.950,0.198,0.198
6870,0.069,255,255,255,89.841,50.184,1.039,89.692,50.049,0.297,0.297
6871,0.049,255,255,255,5.937,50.475,0.759,5.847,50.346,0.198,0.297
6872,0.010,255,255,255,103.617,50.495,0.280,103.567,50.446,0.099,0.099
6873,0.020,255,255,255,6.838,50.743,0.561,6.739,50.644,0.198,0.198
6874,0.010,255,255,255,103.716,50.693,0.280,103.666,50.644,0.099,0.099
6875,0.029,255,255,255,104.509,50.792,0.677,104.459,50.644,0.099,0.297
6876,0.010,255,255,255,99.850,50.892,0.280,99.801,50.842,0.099,0.099
6877,0.069,255,255,255,101.394,50.976,1.039,101.188,50.842,0.396,0.297
6878,0.010,255,255,255,103.617,50.991,0.280,103.567,50.941,0.099,0.099
6879,0.010,255,255,255,104.509,51.189,0.280,104.459,51.139,0.099,0.099
6880,0.088,255,255,255,5.919,51.607,1.634,5.847,51.238,0.198,0.694
6881,0.177,255,255,255,1.294,51.624,1.740,1.090,51.338,0.496,0.595
6882,0.010,255,255,255,102.625,51.387,0.280,102.576,51.338,0.099,0.099
6883,0.010,255,255,255,6.789,51.684,0.280,6.739,51.635,0.099,0.099
6884,0.010,255,255,255,1.536,52.081,0.280,1.487,52.031,0.099,0.099
6885,0.010,255,255,255,6.789,52.081,0.280,6.739,52.031,0.099,0.099
6886,0.029,255,255,255,1.206,52.213,0.561,1.090,52.130,0.198,0.198
6887,0.010,255,255,255,103.716,52.279,0.280,103.666,52.229,0.099,0.099
6888,0.010,255,255,255,1.140,52.477,0.280,1.090,52.428,0.099,0.099
6889,0.010,255,255,255,103.716,52.576,0.280,103.666,52.527,0.099,0.099
6890,0.010,255,255,255,1.140,52.775,0.280,1.090,52.725,0.099,0.099
6891,0.020,255,255,255,103.666,52.874,0.420,103.567,52.824,0.198,0.099
6892,0.029,255,255,255,103.683,53.105,0.561,103.567,53.022,0.198,0.198
6893,0.010,255,255,255,14.222,53.270,0.280,14.172,53.221,0.099,0.099
6894,0.020,255,255,255,89.791,53.369,0.420,89.692,53.320,0.198,0.099
6895,0.010,255,255,255,1.140,53.667,0.280,1.090,53.617,0.099,0.099
6896,0.039,255,255,255,5.401,53.815,0.875,5.352,53.617,0.099,0.396
6897,0.010,255,255,255,89.742,53.667,0.280,89.692,53.617,0.099,0.099
6898,0.138,255,255,255,103.680,54.091,2.475,103.567,53.617,0.297,0.991
6899,0.010,255,255,255,5.798,53.964,0.280,5.748,53.914,0.099,0.099
6900,0.010,255,255,255,89.742,53.964,0.280,89.692,53.914,0.099,0.099
6901,1.778,255,255,255,1.476,55.798,8.633,1.090,54.113,0.892,3.865
6902,0.177,255,255,255,5.957,54.443,2.277,5.649,54.113,0.496,0.694
6903,0.039,255,255,255,5.451,54.459,0.759,5.352,54.311,0.198,0.297
6904,0.088,255,255,255,103.639,54.966,1.378,103.468,54.707,0.297,0.496
6905,0.020,255,255,255,5.401,55.104,0.479,5.352,55.004,0.099,0.198
6906,0.010,255,255,255,89.742,55.450,0.280,89.692,55.401,0.099,0.099
6907,0.010,255,255,255,22.745,56.045,0.280,22.696,55.996,0.099,0.099
6908,0.010,255,255,255,99.652,56.342,0.280,99.603,56.293,0.099,0.099
6909,0.010,255,255,255,89.742,56.442,0.280,89.692,56.392,0.099,0.099
6910,0.010,255,255,255,89.841,56.640,0.280,89.791,56.590,0.099,0.099
6911,0.029,255,255,255,89.808,56.937,0.759,89.692,56.788,0.198,0.297
6912,0.020,255,255,255,14.717,57.581,0.479,14.668,57.482,0.099,0.198
6913,0.020,255,255,255,99.553,57.779,0.479,99.504,57.680,0.099,0.198
6914,0.029,255,255,255,1.470,58.192,0.561,1.388,58.077,0.198,0.198
6915,0.029,255,255,255,47.951,58.192,0.561,47.869,58.077,0.198,0.198
6916,0.746,255,255,255,99.326,59.674,6.569,99.107,58.077,0.396,2.874
6917,0.010,255,255,255,32.656,58.820,0.280,32.606,58.771,0.099,0.099
6918,0.020,255,255,255,1.536,59.365,0.479,1.487,59.266,0.099,0.198
6919,0.020,255,255,255,9.713,59.514,0.420,9.613,59.464,0.198,0.099
6920,0.010,255,255,255,89.841,59.514,0.280,89.791,59.464,0.099,0.099
6921,0.010,255,255,255,2.032,59.712,0.280,1.982,59.663,0.099,0.099
6922,0.010,255,255,255,89.841,59.712,0.280,89.791,59.663,0.099,0.099
6923,0.020,255,255,255,1.635,59.861,0.479,1.586,59.762,0.099,0.198
6924,0.010,255,255,255,92.517,59.811,0.280,92.467,59.762,0.099,0.099
6925,0.010,255,255,255,89.742,60.009,0.280,89.692,59.960,0.099,0.099
6926,0.010,255,255,255,100.643,60.505,0.280,100.594,60.455,0.099,0.099
6927,0.020,255,255,255,89.791,60.654,0.561,89.692,60.554,0.198,0.198
6928,0.010,255,255,255,89.841,61.496,0.280,89.791,61.446,0.099,0.099
6929,0.010,255,255,255,99.850,61.694,0.280,99.801,61.645,0.099,0.099
6930,0.010,255,255,255,2.329,61.892,0.280,2.279,61.843,0.099,0.099
6931,0.010,255,255,255,13.429,61.892,0.280,13.379,61.843,0.099,0.099
6932,0.010,255,255,255,89.841,61.992,0.280,89.791,61.942,0.099,0.099
6933,0.010,255,255,255,101.436,63.577,0.280,101.387,63.528,0.099,0.099
6934,0.020,255,255,255,102.625,63.924,0.479,102.576,63.825,0.099,0.198
6935,0.010,255,255,255,89.841,64.172,0.280,89.791,64.122,0.099,0.099
6936,0.010,255,255,255,101.833,64.271,0.280,101.783,64.221,0.099,0.099
6937,0.128,255,255,255,101.253,64.751,1.436,101.089,64.420,0.297,0.595
6938,0.020,255,255,255,89.791,64.965,0.420,89.692,64.915,0.198,0.099
6939,0.079,255,255,255,101.077,65.522,1.155,100.990,65.312,0.198,0.496
6940,0.010,255,255,255,14.222,65.460,0.280,14.172,65.411,0.099,0.099
6941,0.010,255,255,255,2.725,65.559,0.280,2.676,65.510,0.099,0.099
6942,0.010,255,255,255,99.850,65.658,0.280,99.801,65.609,0.099,0.099
6943,0.010,255,255,255,100.941,65.956,0.280,100.891,65.906,0.099,0.099
6944,0.010,255,255,255,101.238,66.055,0.280,101.188,66.005,0.099,0.099
6945,0.020,255,255,255,89.841,66.303,0.479,89.791,66.204,0.099,0.198
6946,0.010,255,255,255,100.842,66.352,0.280,100.792,66.303,0.099,0.099
6947,0.020,255,255,255,89.841,66.699,0.479,89.791,66.600,0.099,0.198
6948,0.010,255,255,255,100.842,66.650,0.280,100.792,66.600,0.099,0.099
6949,0.039,255,255,255,85.505,66.873,0.759,85.430,66.699,0.198,0.297
6950,0.039,255,255,255,37.611,67.368,0.701,37.463,67.294,0.297,0.198
6951,0.069,255,255,255,85.508,67.612,1.353,85.430,67.294,0.198,0.595
6952,0.010,255,255,255,100.643,67.343,0.280,100.594,67.294,0.099,0.099
6953,0.010,255,255,255,3.816,67.442,0.280,3.766,67.393,0.099,0.099
6954,0.010,255,255,255,100.842,67.542,0.280,100.792,67.492,0.099,0.099
6955,0.039,255,255,255,100.569,67.740,0.759,100.495,67.591,0.198,0.297
6956,0.059,255,255,255,43.640,68.004,0.957,43.409,67.888,0.396,0.198
6957,0.069,255,255,255,89.826,68.207,1.353,89.692,67.888,0.198,0.595
6958,0.010,255,255,255,100.445,68.136,0.280,100.396,68.087,0.099,0.099
6959,0.010,255,255,255,100.643,68.136,0.280,100.594,68.087,0.099,0.099
6960,0.020,255,255,255,10.555,68.483,0.479,10.505,68.384,0.099,0.198
6961,0.236,255,255,255,100.160,69.206,3.466,99.900,68.483,0.595,1.487
6962,0.010,255,255,255,89.841,68.632,0.280,89.791,68.582,0.099,0.099
6963,0.020,255,255,255,3.915,68.780,0.479,3.865,68.681,0.099,0.198
6964,0.138,255,255,255,10.732,69.056,2.277,10.505,68.681,0.496,0.892
6965,0.010,255,255,255,100.643,68.731,0.280,100.594,68.681,0.099,0.099
6966,0.020,255,255,255,100.544,68.979,0.479,100.495,68.879,0.099,0.198
6967,0.020,255,255,255,89.841,69.078,0.479,89.791,68.979,0.099,0.198
6968,0.010,255,255,255,100.445,69.226,0.280,100.396,69.177,0.099,0.099
6969,0.010,255,255,255,89.841,69.325,0.280,89.791,69.276,0.099,0.099
6970,0.020,255,255,255,88.750,69.474,0.479,88.701,69.375,0.099,0.198
6971,0.029,255,255,255,89.808,69.557,0.561,89.692,69.474,0.198,0.198
6972,0.010,255,255,255,100.346,69.524,0.280,100.296,69.474,0.099,0.099
6973,0.010,255,255,255,11.050,69.821,0.280,11.001,69.771,0.099,0.099
6974,0.020,255,255,255,89.841,69.970,0.479,89.791,69.871,0.099,0.198
6975,0.059,255,255,255,7.796,70.250,0.899,7.631,70.069,0.297,0.297
6976,0.039,255,255,255,89.816,70.317,0.759,89.692,70.168,0.198,0.297
6977,0.010,255,255,255,99.850,70.217,0.280,99.801,70.168,0.099,0.099
6978,0.010,255,255,255,11.447,70.812,0.280,11.397,70.763,0.099,0.099
6979,0.010,255,255,255,89.841,70.812,0.280,89.791,70.763,0.099,0.099
6980,0.010,255,255,255,89.841,71.010,0.280,89.791,70.961,0.099,0.099
6981,0.029,255,255,255,11.645,71.208,0.677,11.596,71.060,0.099,0.297
6982,0.020,255,255,255,11.695,71.506,0.420,11.596,71.456,0.198,0.099
6983,0.020,255,255,255,89.841,71.654,0.479,89.791,71.555,0.099,0.198
6984,0.010,255,255,255,89.742,71.902,0.280,89.692,71.853,0.099,0.099
6985,0.059,255,255,255,89.841,72.447,1.271,89.791,72.150,0.099,0.595
6986,0.029,255,255,255,14.255,72.464,0.561,14.172,72.348,0.198,0.198
6987,0.029,255,255,255,73.257,72.761,0.561,73.141,72.646,0.198,0.198
6988,0.010,255,255,255,14.420,72.794,0.280,14.371,72.745,0.099,0.099
6989,0.010,255,255,255,89.841,72.893,0.280,89.791,72.844,0.099,0.099
6990,0.010,255,255,255,89.841,73.191,0.280,89.791,73.141,0.099,0.099
6991,0.020,255,255,255,14.668,73.339,0.561,14.569,73.240,0.198,0.198
6992,0.010,255,255,255,89.841,73.389,0.280,89.791,73.339,0.099,0.099
6993,0.049,255,255,255,89.821,73.865,0.957,89.692,73.637,0.198,0.396
6994,0.010,255,255,255,37.512,73.785,0.280,37.463,73.736,0.099,0.099
6995,0.010,255,255,255,89.742,74.182,0.280,89.692,74.132,0.099,0.099
6996,0.029,255,255,255,94.069,74.314,0.561,93.954,74.231,0.198,0.198
6997,0.147,255,255,255,89.841,75.199,2.823,89.692,74.529,0.297,1.288
6998,0.953,255,255,255,30.499,75.381,3.490,29.930,74.826,1.090,1.090
6999,0.010,255,255,255,95.589,75.668,0.280,95.539,75.619,0.099,0.099
7000,0.118,255,255,255,89.824,76.478,2.509,89.692,75.916,0.198,1.090
7001,0.020,255,255,255,88.949,76.709,0.479,88.899,76.610,0.099,0.198
7002,0.098,255,255,255,41.873,77.264,1.319,41.724,77.006,0.297,0.496
7003,0.088,255,255,255,89.819,77.893,1.552,89.692,77.601,0.198,0.694
7004,0.157,255,255,255,42.238,78.214,2.136,41.823,78.096,0.892,0.297
7005,0.029,255,255,255,89.841,78.542,0.677,89.791,78.394,0.099,0.297
7006,0.108,255,255,255,89.814,79.200,1.750,89.692,78.790,0.198,0.793
7007,0.020,255,255,255,42.567,79.088,0.479,42.517,78.988,0.099,0.198
7008,0.010,255,255,255,44.053,79.930,0.280,44.004,79.880,0.099,0.099
7009,0.010,255,255,255,52.378,80.128,0.280,52.329,80.079,0.099,0.099
7010,0.039,255,255,255,21.209,80.376,0.561,21.110,80.277,0.198,0.198
7011,0.010,255,255,255,90.039,80.723,0.280,89.989,80.673,0.099,0.099
7012,0.010,255,255,255,55.649,80.921,0.280,55.599,80.871,0.099,0.099
7013,0.010,255,255,255,90.039,80.921,0.280,89.989,80.871,0.099,0.099
7014,0.010,255,255,255,83.696,81.813,0.280,83.646,81.763,0.099,0.099
7015,0.020,255,255,255,70.515,81.962,0.479,70.465,81.863,0.099,0.198
7016,0.010,255,255,255,27.700,82.606,0.280,27.651,82.556,0.099,0.099
7017,0.010,255,255,255,93.607,82.804,0.280,93.557,82.754,0.099,0.099
7018,0.029,255,255,255,26.445,82.936,0.561,26.363,82.854,0.198,0.198
7019,0.010,255,255,255,90.634,83.002,0.280,90.584,82.953,0.099,0.099
7020,0.010,255,255,255,19.970,83.200,0.280,19.921,83.151,0.099,0.099
7021,0.020,255,255,255,90.584,83.200,0.420,90.485,83.151,0.198,0.099
7022,0.010,255,255,255,47.125,83.498,0.280,47.076,83.448,0.099,0.099
7023,0.196,255,255,255,58.458,84.043,1.716,58.275,83.746,0.396,0.595
7024,0.059,255,255,255,59.398,84.192,0.841,59.266,84.043,0.297,0.297
7025,0.010,255,255,255,36.917,84.192,0.280,36.868,84.142,0.099,0.099
7026,0.020,255,255,255,27.155,86.471,0.420,27.056,86.421,0.198,0.099
7027,0.010,255,255,255,23.042,86.570,0.280,22.993,86.521,0.099,0.099
7028,0.020,255,255,255,83.498,87.115,0.479,83.448,87.016,0.099,0.198
7029,0.020,255,255,255,49.752,87.462,0.420,49.653,87.413,0.198,0.099
7030,0.020,255,255,255,52.923,87.759,0.420,52.824,87.710,0.198,0.099
7031,0.029,255,255,255,39.924,87.991,0.561,39.841,87.908,0.198,0.198
7032,0.020,255,255,255,46.382,88.106,0.561,46.283,88.007,0.198,0.198
7033,0.020,255,255,255,93.755,89.246,0.420,93.656,89.196,0.198,0.099
7034,0.010,255,255,255,96.976,90.237,0.280,96.927,90.188,0.099,0.099
7035,0.020,255,255,255,4.163,90.386,0.561,4.063,90.287,0.198,0.198
7036,0.059,255,255,255,47.869,90.749,0.981,47.671,90.584,0.396,0.297
7037,0.059,255,255,255,35.282,91.030,0.759,35.183,90.881,0.198,0.297
7038,0.422,255,255,255,23.437,92.362,4.041,22.696,91.674,1.487,1.288
7039,0.029,255,255,255,83.531,91.856,0.561,83.448,91.773,0.198,0.198
7040,0.029,255,255,255,83.002,92.120,0.619,82.854,92.071,0.297,0.099
7041,0.039,255,255,255,64.519,92.269,0.561,64.420,92.170,0.198,0.198
7042,0.226,255,255,255,37.404,92.624,2.218,36.967,92.368,0.793,0.496
7043,0.010,255,255,255,82.408,92.417,0.280,82.358,92.368,0.099,0.099
7044,0.010,255,255,255,75.371,92.517,0.280,75.321,92.467,0.099,0.099
7045,0.020,255,255,255,76.957,93.062,0.479,76.907,92.963,0.099,0.198
7046,0.010,255,255,255,76.758,93.111,0.280,76.709,93.062,0.099,0.099
7047,0.010,255,255,255,76.065,93.210,0.280,76.015,93.161,0.099,0.099
7048,0.029,255,255,255,76.428,93.243,0.561,76.313,93.161,0.198,0.198
7049,0.010,255,255,255,75.074,93.508,0.280,75.024,93.458,0.099,0.099
7050,0.010,255,255,255,75.767,93.508,0.280,75.718,93.458,0.099,0.099
7051,0.010,255,255,255,74.776,93.607,0.280,74.727,93.557,0.099,0.099
7052,0.010,255,255,255,75.569,93.706,0.280,75.520,93.656,0.099,0.099
7053,0.010,255,255,255,39.891,94.102,0.280,39.841,94.053,0.099,0.099
7054,0.020,255,255,255,77.750,94.251,0.479,77.700,94.152,0.099,0.198
7055,0.079,255,255,255,43.731,94.474,1.039,43.607,94.251,0.297,0.396
7056,0.069,255,255,255,53.228,94.442,1.039,53.121,94.251,0.297,0.396
7057,0.029,255,255,255,58.655,94.367,0.561,58.572,94.251,0.198,0.198
7058,0.020,255,255,255,77.551,94.350,0.479,77.502,94.251,0.099,0.198
7059,0.010,255,255,255,82.804,94.300,0.280,82.754,94.251,0.099,0.099
7060,0.010,255,255,255,39.692,94.400,0.280,39.643,94.350,0.099,0.099
7061,0.079,255,255,255,47.931,94.486,0.899,47.770,94.350,0.297,0.297
7062,0.010,255,255,255,77.254,94.400,0.280,77.204,94.350,0.099,0.099
